Description,ActualLabel
WHITE #12 SOLID THHN,Wire
GREEN #12 SOLID THHN,Wire
1 #3THHN COPPER GREEN,Wire
#8 THHN BROWN,Wire
#8 THHN ORANGE,Wire
#8 THHN YELLOW,Wire
2C 18AWG SHIELDED,Wire
2C 14 AWG SHIELDED,Wire
THHN4STRGRN-CUT GREEN,Wire
THHN250STRBRN-CUT MASTER,Wire
THHN250STRORN-CUT MASTER,Wire
THHN250STRYEL-CUT,Wire
Cat6 blue cable,Wire
18/2 WIRE WHITE,Wire
14/2 WIRE GRAY,Wire
#12 BLACK THHN,Wire
#12 WHITE THHN,Wire
#12 GREEN THHN,Wire
"#12 BROWN, ORANGE, YELLOW, THH",Wire
#10  BLACK THHN,Wire
#10  WHITE THHN,Wire
#10 GREEN THHN,Wire
2C stranded shielded white or,Wire
2C #14 stranded unshielded,Wire
2C #18 stranded shielded,Wire
18/6 cable white or gray unsh,Wire
2C 14 stranded unshielded GRAY,Wire
"2C #18 stranded, shielded",Wire
2C #14 STRANDED UNSHIELDED,Wire
2C 14AWG UNSHIELDED STRANDED G,Wire
2C 18AWG SHIELDED STRANDED WHI,Wire
"Jack, Blue, Cat6, Rj45",Wire
"Jack, Red, Cat6, Rj45",Wire
TFFN 16 STRANDED BLACK,Wire
TFFN 16 STRANDED WHITE,Wire
COP THHN12STRWHT500RL THHN-12-,Wire
BLACK #12 STRANDED,Wire
BLUE #12 STRANDED,Wire
RED #12 STRANDED,Wire
GREEN #12 STRANDED,Wire
CABLE SLIDE LOCK W/CLASP 10-P,Wire
#4 bare solid cu wire,Wire
12 thhn black standed,Wire
12 thhn red standed,Wire
12 thhn white standed,Wire
12 thhn green standed,Wire
AIR CRAFT CABLE STEEL 20FT,Wire
BAT WINGS  FOR 12/2 MC,Wire
12/2 MC With isolated ground,Wire
MCNP12/3SOL BKRDBE 3#12N1#12G ,Wire
#12 SOLID THHN WIRE,Wire
#10 SOLID THHN WIRE,Wire
#8 STRANDED WIRE,Wire
#6 STRANDED WIRE,Wire
12/3 MC CABLE,Wire
10/7 MC CABLE,Wire
8/2 MC CABLE,Wire
8/3 MC CABLE,Wire
6/2 MC CABLE,Wire
12/2 CMC-PCS CABLE PWR/SIGNAL ,Wire
16/2 0-10V DIMMING CABLE,Wire
2/3 mc cable,Wire
LED HF 12/2 16/2,Wire
300 MCM CU THHN,Wire
3/0 CU THHN,Wire
#4 CU THHN,Wire
2/0 CU THHN,Wire
250 MCM CU THHN,Wire
1/0 CU THHN,Wire
#2 CU THHN,Wire
#6 CU THHN,Wire
#8 CU THHN,Wire
750 KCMIL AL  XHHW,Wire
250 KCMIL AL  XHHW,Wire
12/2 MC W/ ISOLATED GROUND,Wire
#8 BROWN THHN STRANDED,Wire
#8 ORANGE THHN STRANDED,Wire
#8 GRAY THHN STRANDED,Wire
2 PORT POLARIS FOR #2 WIRE,Wire
THHN-3 STR,Wire
#6 WIRE THHN BROWN,Wire
#6 WIRE THHN ORG,Wire
#6 WIRE THHN GRAY,Wire
#12 BLACK SOLID WIRE,Wire
#12 WHITE SOLID WIRE,Wire
30-33' ELECT SCISSOR #10051060,Wire
30-33' ELECT SCISSOR #1010374,Wire
30-33' ELECT SCISSOR #10175313,Wire
30-33' ELECT SCISSOR #10433651,Wire
30-33' ELECT SCISSOR #10566316,Wire
30-33' ELECT SCISSOR #10076543,Wire
"Ground Pig Tail #10, 8""L",Wire
"Ground Pig Tail #12, 8""L",Wire
"12/4 MC (Blk, Rd, Blu, Wh, Grn",Wire
"12/2 HCF MC (Blk, Wh, Grn) Al ",Wire
"12/4 HCF MC (Blk, Rd, Blu, Wh,",Wire
"12/4 HCF MC (Blk, Rd, Blu, Wh",Wire
12/2 w/ 0-10V HCF MC Al Jacket,Wire
celling grid wire pieces,Wire
"12/2 MC (Blk, Wh, Grn) Al Jack",Wire
#12 black solid wire THHN,Wire
#12 Red solid wire THHN,Wire
#12 blue solid wire THHN,Wire
#12 white solid wire THHN,Wire
#12 Green solid wire THHN,Wire
#12 brown solid wire THHN,Wire
#12 orange solid wire THHN,Wire
#12 yellow solid wire THHN,Wire
#12 Gray solid wire THHN,Wire
#10 Green solid wire THHN,Wire
#10 brown solid wire THHN,Wire
#10 orange solid wire THHN,Wire
#10 yellow solid wire THHN,Wire
#10 Gray solid wire THHN,Wire
14 stranded wire THHN Black,Wire
14 stranded wire THHN Red,Wire
14 stranded wire THHN Blue,Wire
14 stranded wire THHN yellow,Wire
14 stranded wire THHN white,Wire
14 stranded wire THHN orange,Wire
COP THHN10SOLBLU500RL THHN-10-,Wire
400 KCMIL XHHW AL,Wire
THHN-3/0-GRN-19STR-CU,Wire
"CAT5E Cable, CMR, Gray",Wire
#8 thhn wire black,Wire
#8 thhn wire Red,Wire
#8 thhn wire blue,Wire
#8 thhn wire white,Wire
#8 thhn wire green,Wire
#14 wire thhn copper stranded ,Wire
1/0 copper THHN Wire,Wire
LOT PRICE WIRE,Wire
12-2 MC CABLE WITH LOW VOLTAGE,Wire
#1 THHN copper black,Wire
#2 THHN copper green,Wire
4/0 Black THHN copper,Wire
#2 Green thhn copper,Wire
12/2 MC CABLE HOSPITAL GRADE A,Wire
250' coils 12/2 aluminum MC ca,Wire
250' coils 12/2 hospital grade,Wire
black #3 copper THHN,Wire
green #8 copper THHN,Wire
black #2 copper THHN,Wire
black #350 kcmil copper Thhn,Wire
green #6 copper thhn,Wire
WIC. THHN 50OMCM STR BLK MR Cu,Wire
THHN-500-BLK-37STR-CU,Wire
MC CABLE 12-3,Wire
# 12 THHN stranded black,Wire
# 12 THHN stranded blue,Wire
# 12 THHN stranded Red,Wire
# 12 THHN stranded green,Wire
# 12 THHN stranded white,Wire
#10 THHN stranded black,Wire
#10 THHN stranded blue,Wire
#10 THHN stranded red,Wire
#10 THHN stranded green,Wire
#10 THHN stranded white,Wire
#10 THHN stranded orange,Wire
#10 THHN stranded yellow,Wire
#10 THHN stranded grey,Wire
#10 THHN stranded brown,Wire
THHN #12 STR RED,Wire
THHN #12 STR WHITE,Wire
THHN #12 STR BLACK,Wire
THHN #12 STR GREEN,Wire
#12 THHN BLACK STR,Wire
#12 THHN RED STR,Wire
#12 THHN GREEN STR,Wire
#12 THHN WHITE STR,Wire
MC/CABLE 12/3,Wire
MC/CABLE 12/2,Wire
CAT6 GREY CABLE,Wire
#8 THHN WIRE BLUE,Wire
#6 THHN WIRE BROWN,Wire
#6 THHN WIRE ORANGE,Wire
#6 THHN WIRE YELOW,Wire
#1 THHN BROWN CUPPER,Wire
#1 THHN ORANGE  CUPPER,Wire
#1 THHN YELOW CUPPER,Wire
#6 THHN GREEN CUPPEER,Wire
250KCM BLACK THHN CUPPER,Wire
250KCM RED THHN CUPPER,Wire
250KCM BLUE THHN CUPPER,Wire
250KCM WHITE THHN CUPPER,Wire
#2 THHN GREEN,Wire
#1 THHN BROWN,Wire
#1 THHN ORANGE,Wire
#1 THHN YELLOW,Wire
#3 THHN BROWN,Wire
#3 THHN ORANGE,Wire
#3 THHN YELOW,Wire
# 3/0 THHN BLK,Wire
# 3/0 THHN RED,Wire
# 3/0 THHN BLUE,Wire
#12 THHW GREEN STR,Wire
#12 THHW blue STR,Wire
#12 THHW white STR,Wire
#12 THHW red STR,Wire
#12 THHW black STR,Wire
CAT6 BLUE,Wire
#12 THHN STR BLACK,Wire
#12 THHN STR RED,Wire
#12 THHN STR BLUE,Wire
#12 THHN STR WHITE,Wire
#12 THHN STR GRRRN,Wire
#10THHW GREEN STR,Wire
#10THHW BROWN STR,Wire
#10THHW ORANGE STR,Wire
#10THHW YELLOW STR,Wire
#10THHW GRAY STR,Wire
3 SEPARETE rolls of MC-CABLE 1,Wire
#12 THHN STR BROWN,Wire
#12 THHN STR YELLOW,Wire
#12 THHN STR ORANGE,Wire
#12 THHN STR GRAY,Wire
#4 THHN RED,Wire
#4 THHN BLUE,Wire
"[XHHW Wire] Brown, 350 MCM AWG",Wire
"[XHHW Wire] Orange, 350 MCM AW",Wire
"[XHHW Wire] Yellow, 350 MCM AW",Wire
"[XHHW Wire] Gray, 350 MCM AWG,",Wire
"[XHHW Wire] Green, 2 AWG, Alum",Wire
"[XHHW Wire] Brown, 250 MCM AWG",Wire
"[XHHW Wire] Orange, 250 MCM AW",Wire
"[XHHW Wire] Yellow, 250 MCM AW",Wire
"[XHHW Wire] Gray, 250 MCM AWG,",Wire
"[XHHW Wire] Green, 4 AWG, Alum",Wire
